#name	taxonomy_id
Sporothrix brasiliensis 5110 (GCA_000820605)	1398154
Sporothrix insectorum RCEF 264 (GCA_001636815)	1081102
Sporothrix schenckii 1099-18 (GCA_000961545)	1397361
Sporothrix schenckii ATCC 58251 (GCA_000474925)	1391915
Spraguea lophii 42_110 (GCA_000430065)	1358809
Stachybotrys chartarum IBT 40288 (GCA_000732765)	1283842
Stachybotrys chartarum IBT 40293 (GCA_000732565)	1280524
Stachybotrys chartarum IBT 7711 (GCA_000730325)	1280523
Stachybotrys chlorohalonata IBT 40285 (GCA_000732775)	1283841
Stagonospora sp. SRC1lsM3a (GCA_001644525)	765868
Stemphylium lycopersici str. CIDEFI 216 (GCA_001191545)	183478
Stereum hirsutum FP-91666 SS1 (GCA_000264905)	721885
Sugiyamaella lignohabitans str. CBS 10342 (GCA_001640025)	796027
Suhomyces tanzawaensis NRRL Y-17324 (GCA_001661415)	984487
Suillus luteus UH-Slu-Lm8-n1 (GCA_000827255)	930992
Syncephalastrum racemosum str. NRRL 2496	13706
Talaromyces atroroseus str. IBT 11181 (GCA_001907595)	1441469
Talaromyces cellulolyticus str. Y-94 (GCA_000829775)	1472165
Talaromyces islandicus (GCA_000985935)	28573
Talaromyces marneffei ATCC 18224 (GCA_000001985)	441960
Talaromyces marneffei PM1 (GCA_000750115)	1077442
Talaromyces stipitatus ATCC 10500 (GCA_000003125)	441959
Termitomyces sp. J132 (GCA_001263195)	1306850
Testicularia cyperi str. MCA 3645 (GCA_003144125)	1882483
Tetrapisispora blattae CBS 6284 (GCA_000315915)	1071380
Tetrapisispora phaffii CBS 4417 (GCA_000236905)	1071381
Thermothelomyces thermophila ATCC 42464 (GCA_000226095)	573729
Thielavia terrestris NRRL 8126 (GCA_000226115)	578455
Thielaviopsis punctulata (GCA_000968615)	72032
Tilletia caries str. DAOM 238032 (GCA_001645005)	13290
Tilletia controversa str. DAOM 236426 (GCA_001645045)	13291
Tilletia indica str. DAOM 236416 (GCA_001645015)	43049
Tilletia walkeri str. DAOM 236422 (GCA_001645055)	117179
Tilletiaria anomala UBC 951 (GCA_000711695)	1037660
Tilletiopsis washingtonensis str. MCA 4186 (GCA_003144115)	58919
Tolypocladium capitatum str. CBS 113982 (GCA_002901185)	45235
Tolypocladium ophioglossoides CBS 100239 (GCA_001189435)	1163406
Tolypocladium paradoxum str. NRBC 100945 (GCA_002916505)	94208
Torrubiella hemipterigena str. BCC 1449 (GCA_000825705)	1531966
Tortispora caseinolytica NRRL Y-17796 (GCA_001661475)	767744
Torulaspora delbrueckii str. CBS 1146 (GCA_000243375)	4950
Trachipleistophora hominis (GCA_000316135)	72359
Trametes cinnabarina str. BRFM137 (GCA_000765035)	5643
Trametes coccinea BRFM310 (GCA_002092935)	1353009
Trametes pubescens str. FBCC735 (GCA_001895945)	154538
Trametes versicolor FP-101664 SS1 (GCA_000271585)	717944
Tremella mesenterica DSM 1558 (GCA_000271645)	578456
Trichoderma asperellum CBS 433.97 (GCA_003025105)	1042311
Trichoderma atroviride IMI 206040 (GCA_000171015)	452589
Trichoderma citrinoviride str. TUCIM 6016 (GCA_003025115)	58853
Trichoderma gamsii str. T6085 (GCA_001481775)	398673
Trichoderma guizhouense str. NJAU 4742 (GCA_002022785)	1491466
Trichoderma harzianum CBS 226.95 (GCA_003025095)	983964
Trichoderma harzianum str. T6776 (GCA_000988865)	5544
Trichoderma harzianum str. TR274 (GCA_002838845)	5544
Trichoderma harzianum str. Tr1 (GCA_002894145)	5544
Trichoderma longibrachiatum ATCC 18648 (GCA_003025155)	983965
Trichoderma parareesei (GCA_001050175)	858221
Trichoderma reesei	431241
Trichoderma reesei RUT C-30 (GCA_000513815)	1344414
Trichoderma virens	413071
Trichophyton benhamiae CBS 112371 (GCA_000151125)	663331
Trichophyton equinum CBS 127.97 (GCA_000151175)	559882
Trichophyton interdigitale H6 (GCA_000616785)	1215336
Trichophyton interdigitale MR816 (GCA_000622975)	1215338
Trichophyton mentagrophytes str. TIMM 2789 (GCA_003118255)	523103
Trichophyton rubrum CBS 100081 (GCA_000616805)	1215328
Trichophyton rubrum CBS 118892 (GCA_000151425)	559305
Trichophyton rubrum CBS 202.88 (GCA_000616985)	1215334
Trichophyton rubrum CBS 288.86 (GCA_000616825)	1215330
Trichophyton rubrum CBS 289.86 (GCA_000616845)	1215329
Trichophyton rubrum CBS 735.88 (GCA_000616965)	1215332
Trichophyton rubrum D6 (GCA_000622995)	1215335
Trichophyton rubrum str. CMCC(F)T1i (GCA_001651445)	5551
Trichophyton rubrum MR1448 (GCA_000616905)	1215339
Trichophyton rubrum MR1459 (GCA_000616945)	1215341
Trichophyton rubrum MR850 (GCA_000616765)	1215337
Trichophyton soudanense CBS 452.61 (GCA_000616865)	1215331
Trichophyton tonsurans CBS 112818 (GCA_000151455)	647933
Trichophyton verrucosum HKI 0517 (GCA_000151505)	663202
Trichophyton violaceum str. CMCC(F)T3l (GCA_001651435)	34388
Trichosporon asahii var. asahii CBS 2479 (GCA_000293215)	1186058
Trichosporon asahii var. asahii CBS 8904 (GCA_000299215)	1220162
Tsuchiyaea wingfieldii CBS 7118 (GCA_001720155)	1295528
Tuber borchii str. Tbo3840 (GCA_003070745)	42251
Tuber magnatum (GCA_003182015)	42249
Tuber melanosporum	656061
Tulasnella calospora MUT 4182 (GCA_000827465)	1051891
Umbilicaria pustulata (GCA_900169345)	136370
Uncinocarpus reesii 1704 str. UAMH 1704 (GCA_000003515)	336963
Ustilaginoidea virens str. UV-8b (GCA_000687475)	1159556
Ustilaginoidea virens (GCA_000965225)	1159556
Ustilaginomycotina sp. SA 807 (GCA_003144235)	1673888
Ustilago bromivora str. UB2112 (GCA_900080155)	307758
Ustilago hordei str. Uh4857-4 (GCA_000286035)	120017
Ustilago maydis	237631
Valsa mali str. 03-8 (GCA_000818155)	105487
Valsa mali var. pyri str. SXYL134 (GCA_000813385)	694573
Vanderwaltozyma polyspora DSM 70294 (GCA_000150035)	436907
Vavraia culicis subsp. floridensis (GCA_000192795)	948595
Verruconis gallopava str. CBS 43764 (GCA_000836295)	253628
Verticillium alfalfae VaMs.102 (GCA_000150825)	526221
Verticillium dahliae	498257
Verticillium dahliae str. 12008 (GCA_002892985)	27337
Verticillium dahliae (GCA_002892995)	27337
Verticillium dahliae (GCA_002893025)	27337
Verticillium dahliae (GCA_002893035)	27337
Verticillium dahliae (GCA_002893045)	27337
Verticillium dahliae JR2	1202531
Verticillium longisporum (GCA_001268145)	100787
Verticillium longisporum (GCA_001268165)	100787
Vittaforma corneae ATCC 50505 (GCA_000231115)	993615
Wallemia ichthyophaga EXF-994 (GCA_000400465)	1299270
Wallemia mellicola CBS 633.66 (GCA_000263375)	671144
Wickerhamiella sorbophila str. DS02 (GCA_002251995)	45607
Wickerhamomyces anomalus NRRL Y-366-8 (GCA_001661255)	683960
Wickerhamomyces ciferrii str. NRRL Y-1031 (GCA_000313485)	1041607
Wolfiporia cocos MD-104 SS10 (GCA_000344635)	742152
Xanthophyllomyces dendrorhous (GCA_001007165)	5421
Xylona heveae TC161 (GCA_001619985)	1328760
Yarrowia lipolytica	284591
Yarrowia lipolytica str. CLIB89 (W29) (GCA_001761485)	4952
Yarrowia lipolytica (GCA_900087985)	4952
Zygosaccharomyces bailii CLIB 213 (GCA_000442885)	1333698
Zygosaccharomyces bailii (GCA_900162805)	4954
Zygosaccharomyces bailii ISA1307 (GCA_000530735)	1355161
Zygosaccharomyces parabailii str. ATCC 60483 (GCA_001984395)	1365886
Zygosaccharomyces rouxii str. CBS 732 (GCA_000026365)	4956
Zygosaccharomyces rouxii str. NBRC110957 (GCA_001972345)	4956
Zymoseptoria brevis str. Zb18110 (GCA_000966595)	1047168
Zymoseptoria tritici	336722
Zymoseptoria tritici ST99CH_1A5 (GCA_900099495)	1276529
Zymoseptoria tritici ST99CH_1E4 (GCA_900184115)	1276532
Zymoseptoria tritici ST99CH_3D1 (GCA_900184105)	1276537
Zymoseptoria tritici ST99CH_3D7 (GCA_900091695)	1276538
Acanthamoeba castellanii str. Neff (GCA_000313135.1)	1257118
Achlya hypogyna str. ATCC 48635 (GCA_002081595.1)	1202772
Albugo laibachii	890382
Angomonas deanei (GCA_000442575.2)	59799
Aphanomyces astaci str. APO3 (GCA_000520075.1)	112090
Aphanomyces astaci (GCA_002197585.2)	112090
Aphanomyces astaci (GCA_003546545.1)	112090
Aphanomyces astaci (GCA_003546565.1)	112090
Aphanomyces astaci (GCA_003546585.1)	112090
Aphanomyces astaci (GCA_003546605.1)	112090
Aphanomyces astaci (GCA_003546625.1)	112090
Aphanomyces astaci (GCA_003546765.1)	112090
Aphanomyces astaci (GCA_003546785.1)	112090
Aphanomyces astaci (GCA_003546805.1)	112090
Aphanomyces astaci (GCA_003546825.1)	112090
Aphanomyces astaci (GCA_003666305.1)	112090
Aphanomyces invadans str. NJM9701 (GCA_000520115.1)	157072
Aphanomyces invadans (GCA_003546525.1)	157072
Aureococcus anophagefferens (GCA_000186865.1)	44056
Babesia bigemina str. Bond (GCA_000981445.1)	5866
Babesia bovis str. T2Bo (GCA_000165395.1)	5865
Babesia ovata str. Miyake (GCA_002897235.1)	189622
Babesia sp. Xinjiang (GCA_002095265.1)	462227
Besnoitia besnoiti str. Bb-Ger1 (GCA_002563875.1)	94643
Bigelowiella natans	753081
Blastocystis hominis str. Singapore isolate B (sub-type 7) (GCA_000151665.1)	12968
Capsaspora owczarzaki ATCC 30864 (GCA_000151315.2)	595528
Cavenderia fasciculata str. SH3 (GCA_000203815.1)	261658
Chroomonas mesostigmatica CCMP1168 (GCA_000286095.1)	1195612
Cryptomonas paramecium str. CCAP977/2A (GCA_000194455.1)	2898
Cryptosporidium andersoni (GCA_001865355.1)	117008
Cryptosporidium meleagridis str. UKMEL1 (GCA_001593445.1)	93969
Cryptosporidium muris RN66 (GCA_000006515.1)	441375
Cryptosporidium parvum Iowa II (GCA_000165345.1)	353152
Cryptosporidium ubiquitum (GCA_001865345.1)	857276
Cyclospora cayetanensis str. CHN_HEN01 (GCA_000769155.2)	88456
Cystoisospora suis str. Wien I (GCA_002600585.1)	483139
Dictyostelium discoideum	352472
Dictyostelium purpureum str. QSDP1 (GCA_000190715.1)	5786
Ectocarpus siliculosus str. Ec 32 (CCAP 1310/04) (GCA_000310025.1)	2880
Eimeria acervulina (GCA_000499425.1)	5801
Eimeria brunetti (GCA_000499725.1)	51314
Eimeria maxima str. Weybridge (GCA_000499605.1)	5804
Eimeria mitis (GCA_000499745.1)	44415
Eimeria praecox (GCA_000499445.1)	51316
Eimeria tenella str. Houghton (GCA_000499545.1)	5802
Emiliania huxleyi	280463
Entamoeba dispar SAW760 (GCA_000209125.2)	370354
Entamoeba histolytica	294381
Entamoeba histolytica str. HM1:IMSS clone 6 (GCA_001662325.1)	5759
Entamoeba histolytica HM-1:IMSS-A (GCA_000365475.1)	885318
Entamoeba histolytica HM-1:IMSS-B str. HM3:IMSS-B (GCA_000344925.1)	885319
Entamoeba histolytica HM-3:IMSS (GCA_000346345.1)	885315
Entamoeba histolytica KU27 (GCA_000338855.1)	885311
Entamoeba invadens IP1 (GCA_000330505.1)	370355
Entamoeba nuttalli P19 (GCA_000257125.1)	1076696
Fonticula alba str. ATCC 38817 (GCA_000388065.2)	691883
Fragilariopsis cylindrus CCMP1102 (GCA_001750085.1)	635003
Giardia intestinalis assemblage B str. BAH15c1 (GCA_001543975.1)	1394984
Giardia intestinalis ATCC 50581 str. GS/M H7 (GCA_000182405.1)	598745
Giardia intestinalis str. DH (GCA_000498715.1)	5741
Giardia intestinalis str. GS (GCA_000498735.1)	5741
Giardia lamblia	184922
Giardia lamblia P15 (GCA_000182665.1)	658858
Gregarina niphandrodes (GCA_000223845.4)	110365
Guillardia theta CCMP2712	905079
Hammondia hammondi str. H.H.34 (GCA_000258005.2)	99158
Hondaea fermentalgiana (GCA_002897355.1)	2315210
Hyaloperonospora arabidopsidis	559515
Ichthyophthirius multifiliis str. G5 (GCA_000220395.1)	5932
Kipferlia bialata (GCA_003568945.1)	797122
Leishmania donovani str. BPK282A1 (GCA_000227135.2)	5661
Leishmania infantum (GCA_900500625.1)	5671
Leishmania major	347515
Leishmania panamensis str. MHOM/PA/94/PSC-1 (GCA_000755165.1)	5679
Leptomonas pyrrhocoris str. H10 (GCA_001293395.1)	157538
Leptomonas seymouri str. ATCC 30220 (GCA_001299535.1)	5684
Monosiga brevicollis MX1 (GCA_000002865.1)	431895
Naegleria gruberi str. NEG-M (GCA_000004985.1)	5762
Nannochloropsis gaditana CCMP526 (GCA_000240725.1)	1093141
Nannochloropsis gaditana str. B-31 (GCA_000569095.1)	72520
Nothophytophthora sp. Chile5 (GCA_001712635.2)	2483409
Oxytricha trifallax str. JRB310 (GCA_000295675.1)	1172189
Oxytricha trifallax str. JRB310 (GCA_000711775.1)	1172189
Paramecium tetraurelia	5888
Perkinsela sp. CCAP 1560/4 (GCA_001235845.1)	1314962
Perkinsus marinus ATCC 50983 str. PmCV4CB5 2B3 D4 (GCA_000006405.1)	423536
Peronospora effusa (GCA_003704535.1)	542832
Peronospora effusa (GCA_003843895.1)	542832
Phaeodactylum tricornutum	556484
Phytomonas sp. isolate EM1 (GCA_000582765.1)	134006
Phytomonas sp. isolate Hart1 (GCA_000982615.1)	134013
Phytophthora cactorum str. 10300 (GCA_003287315.1)	29920
Phytophthora infestans	403677
Phytophthora kernoviae	1284355
Phytophthora kernoviae (GCA_001707905.2)	325452
Phytophthora kernoviae (GCA_001712645.2)	325452
Phytophthora kernoviae (GCA_001712705.2)	325452
Phytophthora kernoviae (GCA_001712715.2)	325452
Phytophthora lateralis	1254522
Phytophthora megakarya str. zdho120 (GCA_002215365.1)	4795
Phytophthora nicotianae (GCA_001482985.1)	4790
Phytophthora nicotianae (GCA_001483015.1)	4790
Phytophthora palmivora var. palmivora str. sbr112.9 (GCA_002911725.1)	611791
Phytophthora parasitica	1317065
Phytophthora parasitica CJ01A1 (GCA_000365545.1)	1317063
Phytophthora parasitica str. CJ02B3 (GCA_000509465.1)	4792
Phytophthora parasitica str. CJ05E6 (GCA_000509485.1)	4792
Phytophthora parasitica str. CHvinca01 (GCA_000509505.1)	4792
Phytophthora parasitica str. IAC_01/95 (GCA_000509525.1)	4792
Phytophthora parasitica INRA-310 (GCA_000247585.2)	761204
Phytophthora parasitica P10297 (GCA_000367145.1)	1317064
Phytophthora parasitica P1976 (GCA_000365525.1)	1317066
Phytophthora ramorum	164328
Phytophthora sojae	67593
Planoprotostelium fungivorum str. Jena (GCA_003024175.1)	1890364
Plasmodiophora brassicae (GCA_001049375.1)	37360
Plasmodium berghei	5823
Plasmodium berghei (GCA_900044335.1)	5821
Plasmodium berghei (GCA_900088445.1)	5821
Plasmodium berghei (GCA_900095585.1)	5821
Plasmodium berghei (GCA_900095635.1)	5821
Plasmodium chabaudi	31271
Plasmodium chabaudi adami (GCA_900095565.1)	5826
Plasmodium chabaudi chabaudi (GCA_900095605.1)	31271
Plasmodium coatneyi (GCA_001680005.1)	208452
Plasmodium cynomolgi strain B (GCA_000321355.1)	1120755
Plasmodium falciparum 3D7	36329
Plasmodium falciparum 7G8 (GCA_000150435.3)	57266
Plasmodium falciparum CAMP/Malaysia (GCA_000521115.1)	5835
Plasmodium falciparum Dd2 (GCA_000149795.1)	57267
Plasmodium falciparum FCH/4 (GCA_000521155.1)	1036724
Plasmodium falciparum HB3 (GCA_000149665.2)	137071
Plasmodium falciparum IGH-CR14 (GCA_000186055.2)	580059
Plasmodium falciparum MaliPS096_E11 (GCA_000521035.1)	1036727
Plasmodium falciparum NF135/5.C10 (GCA_000521075.1)	1036726
Plasmodium falciparum NF54 (GCA_000401695.2)	5843
Plasmodium falciparum NF54 (GCA_002831795.1)	5843
Plasmodium falciparum Palo Alto/Uganda (GCA_000521095.1)	57270
Plasmodium falciparum RAJ116 (GCA_000186025.2)	580058
Plasmodium falciparum Santa Lucia (GCA_000150455.3)	478859
Plasmodium falciparum Tanzania (2000708) (GCA_000521055.1)	1036725
Plasmodium falciparum UGT5.1 (GCA_000401715.2)	1237627
Plasmodium falciparum Vietnam Oak-Knoll (FVO) (GCA_000521015.1)	1036723
Plasmodium fragile str. multiple (GCA_000956335.1)	5857
Plasmodium gaboni (GCA_001602025.1)	647221
Plasmodium gallinaceum (GCA_900005855.1)	5849
Plasmodium gonderi (GCA_002157705.1)	77519
Plasmodium inui San Antonio 1 (GCA_000524495.1)	1237626
Plasmodium knowlesi	5851
Plasmodium knowlesi str. Malayan Strain Pk1 (A+) (GCA_002140095.1)	5850
Plasmodium knowlesi strain H (GCA_900004885.2)	5851
Plasmodium malariae (GCA_900088575.1)	5858
Plasmodium malariae (GCA_900090045.1)	5858
Plasmodium ovale curtisi (GCA_900088555.1)	864141
Plasmodium ovale curtisi (GCA_900088565.1)	864141
Plasmodium ovale (GCA_900090025.2)	36330
Plasmodium ovale wallikeri (GCA_900088485.1)	864142
Plasmodium ovale wallikeri (GCA_900088545.1)	864142
Plasmodium reichenowi (GCA_001601855.1)	5854
Plasmodium reichenowi (GCA_900097025.1)	5854
Plasmodium relictum (GCA_900005765.1)	85471
Plasmodium sp. DRC-Itaito (GCA_900240055.1)	720590
Plasmodium sp. DRC-Itaito (GCA_900257145.1)	720590
Plasmodium sp. gorilla clade G2 (GCA_900097015.1)	880535
Plasmodium vinckei petteri str. CR (GCA_000524515.1)	138298
Plasmodium vinckei vinckei (GCA_000709005.1)	54757
Plasmodium vivax	5855
Plasmodium vivax Brazil I (GCA_000320645.2)	1033975
Plasmodium vivax (GCA_900093555.1)	5855
Plasmodium vivax India VII (GCA_000320625.2)	1077284
Plasmodium vivax Mauritania I (GCA_000320665.2)	1035515
Plasmodium vivax North Korean (GCA_000320685.2)	1035514
Plasmodium yoelii 17X (GCA_000505035.1)	1323249
Plasmodium yoelii str. 17X (GCA_900002385.1)	5861
Plasmodium yoelii str. YM (GCA_900002395.1)	5861
Plasmodium yoelii yoelii str. 17XNL (GCA_000003085.2)	73239
Plasmopara halstedii (GCA_900000015.1)	4781
Pseudocohnilembus persalinus (GCA_001447515.1)	266149
Pseudo-nitzschia multistriata	183589
Pythium aphanidermatum	1223555
Pythium arrhenomanes	1223556
Pythium irregulare	1223557
Pythium iwayamai	1223558
Pythium ultimum	431595
Pythium vexans	1223560
Reticulomyxa filosa (GCA_000512085.1)	46433
Salpingoeca rosetta str. ATCC 50818 (GCA_000188695.1)	946362
Saprolegnia diclina VS20 (GCA_000281045.1)	1156394
Saprolegnia parasitica CBS 223.65 (GCA_000151545.2)	695850
Sphaeroforma arctica JP610 (GCA_001186125.1)	667725
Spironucleus salmonicida (GCA_000497125.1)	348837
Stentor coeruleus (GCA_001970955.1)	5963
Strigomonas culicis (GCA_000442495.1)	28005
Stylonychia lemnae str. 130c (GCA_000751175.1)	5949
Symbiodinium microadriaticum str. CCMP2467 (GCA_001939145.1)	2951
Tetrahymena thermophila	312017
Thalassiosira oceanica str. CCMP1005 (GCA_000296195.2)	159749
Thalassiosira pseudonana	296543
Thecamonas trahens ATCC 50062 (GCA_000142905.1)	461836
Theileria equi strain WA (GCA_000342415.1)	1537102
Theileria orientalis str. Robertson (GCA_003072525.1)	68886
Theileria orientalis str. Goon Nure (GCA_003072535.1)	68886
Theileria orientalis str. Fish Creek (GCA_003072545.1)	68886
Theileria orientalis strain Shintoku (GCA_000740895.1)	869250
Theileria parva str. Muguga (GCA_000165365.1)	5875
Thraustotheca clavata str. ATCC 34112 (GCA_002081575.1)	74557
Tieghemostelium lacteum str. TK (GCA_001606155.1)	361077
Toxoplasma gondii ME49	508771
Toxoplasma gondii ARI (GCA_000250965.2)	1074872
Toxoplasma gondii COUG (GCA_000338675.2)	1074873
Toxoplasma gondii FOU (GCA_000224905.2)	943167
Toxoplasma gondii GAB2-2007-GAL-DOM2 (GCA_000325525.2)	1130820
Toxoplasma gondii CAST (GCA_000256705.2)	943122
Toxoplasma gondii GT1 (GCA_000149715.2)	507601
Toxoplasma gondii MAS (GCA_000224865.2)	943118
Toxoplasma gondii p89 (GCA_000224885.2)	943119
Toxoplasma gondii RUB (GCA_000224805.2)	935652
Toxoplasma gondii TgCATBr9 (GCA_000224825.2)	943120
Toxoplasma gondii TgCatPRC2 (GCA_000256725.2)	1130821
Toxoplasma gondii VAND (GCA_000224845.2)	933077
Toxoplasma gondii VEG (GCA_000150015.2)	432359
Tritrichomonas foetus str. K (GCA_001839685.1)	1144522
Trypanosoma brucei	5691
Trypanosoma brucei equiperdum str. IVM-t1 (GCA_003543875.1)	630700
Trypanosoma conorhini (GCA_003719485.1)	83891
Trypanosoma cruzi Dm28c (GCA_000496795.1)	1416333
Trypanosoma cruzi str. CL Brener (GCA_000209065.1)	5693
Trypanosoma cruzi str. TCC (GCA_003177095.1)	5693
Trypanosoma cruzi str. Dm28c (GCA_003177105.1)	5693
Trypanosoma cruzi (GCA_003719155.1)	5693
Trypanosoma cruzi (GCA_003719455.1)	5693
Trypanosoma cruzi marinkellei (GCA_000300495.1)	85056
Trypanosoma equiperdum (GCA_001457755.2)	5694
Trypanosoma rangeli (GCA_003719475.1)	5698
Trypanosoma rangeli SC58 (GCA_000492115.1)	429131
Trypanosoma theileri (GCA_002087225.1)	67003
[Actinobacillus] rossii (GCA_900444965)	123820
[Arcobacter] porcinus str. 117434 (GCA_001695265)	1935204
[Bacillus] caldolyticus str. reborg#228 (GCA_003595605)	1394
[Bacillus] selenitireducens MLS10 str. MLS-10 (GCA_000093085)	439292
[Bacillus] sp. KCTC 13219 (GCA_001592865)	1811976
[Bacillus thuringiensis] serovar konkukian (GCA_002148025)	180856
[Bacillus thuringiensis] serovar konkukian str. 97-27 (GCA_000008505)	281309
[Bacteroides] coagulans str. DSM 20705 (GCA_003096635)	46507
[Bacteroides] pectinophilus ATCC 43243 (GCA_000155855)	483218
[Brevibacterium] flavum str. ATCC 15168 (GCA_000987865)	92706
[Brevibacterium] frigoritolerans str. ZB201705 (GCA_004006475)	450367
[Brevibacterium] frigoritolerans (GCA_004358755)	450367
[Butyribacterium] methylotrophicum str. DSM 3468 (GCA_001753695)	1487
'Candidatus Kapabacteria' thiocyanatum (GCA_001899175)	1895771
[Clostridium] aldenense (GCA_003434055)	358742
[Clostridium] aldenense (GCA_003467385)	358742
[Clostridium] algidixylanolyticum (GCA_003609635)	94868
[Clostridium] aminophilum (GCA_900101295)	1526
[Clostridium] aminophilum (GCA_900112885)	1526
[Clostridium] asparagiforme DSM 15981 (GCA_000158075)	518636
[Clostridium] asparagiforme (GCA_003466005)	333367
[Clostridium] bolteae 90A9 (GCA_000371705)	997894
[Clostridium] bolteae 90B8 (GCA_000371645)	997897
[Clostridium] bolteae ATCC BAA-613 (GCA_000154365)	411902
[Clostridium] bolteae (GCA_003464745)	208479
[Clostridium] bolteae (GCA_003467855)	208479
[Clostridium] celerecrescens 18A (GCA_002797975)	1286362
[Clostridium] celerecrescens str. 152B (GCA_000732605)	29354
[Clostridium] cellulosi str. DG5 (GCA_000953215)	29343
[Clostridium] cf. saccharolyticum K10 (GCA_000210535)	717608
[Clostridium] citroniae (GCA_003433945)	358743
[Clostridium] citroniae WAL-17108 (GCA_000233455)	742733
[Clostridium] citroniae WAL-19142 (GCA_001078435)	742734
[Clostridium] clostridioforme 90A6 (GCA_000371545)	999406
[Clostridium] clostridioforme 90A7 (GCA_000371525)	999407
[Clostridium] clostridioforme 90A8 (GCA_000371505)	999408
[Clostridium] clostridioforme (GCA_001405335)	1531
[Clostridium] clostridioforme (GCA_002221545)	1531
[Clostridium] clostridioforme (GCA_900447015)	1531
[Clostridium] cocleatum (GCA_900102365)	69824
[Clostridium] fimetarium (GCA_900111235)	99656
[Clostridium] hiranonis DSM 13275 (GCA_000156055)	500633
[Clostridium] hylemonae DSM 15053 (GCA_000156515)	553973
[Clostridium] indolis (GCA_900618075)	69825
[Clostridium] innocuum 2959 (GCA_000371425)	999413
[Clostridium] innocuum str. AN88 (GCA_000763955)	1522
[Clostridium] innocuum (GCA_001406695)	1522
[Clostridium] innocuum (GCA_002221705)	1522
[Clostridium] innocuum (GCA_003433985)	1522
[Clostridium] lavalense str. KCTC 15153 (GCA_003024655)	460384
[Clostridium] lavalense (GCA_900102595)	460384
[Clostridium] leptum DSM 753 (GCA_000154345)	428125
[Clostridium] leptum (GCA_003459985)	1535
[Clostridium] methylpentosum DSM 5476 (GCA_000158655)	537013
[Clostridium] paradoxum JW-YL-7 = DSM 7308 (GCA_001584565)	1121328
[Clostridium] polysaccharolyticum (GCA_900111595)	29364
[Clostridium] populeti (GCA_900112775)	37658
[Clostridium] saccharolyticum (GCA_002160535)	84030
[Clostridium] saccharolyticum WM1 (GCA_000144625)	610130
[Clostridium] scindens ATCC 35704 (GCA_000154505)	411468
[Clostridium] scindens ATCC 35704 (GCA_004295125)	411468
[Clostridium] sphenoides (GCA_900461315)	29370
[Clostridium] spiroforme DSM 1552 (GCA_000154805)	428126
[Clostridium] spiroforme (GCA_002160695)	29348
[Clostridium] spiroforme (GCA_003439345)	29348
[Clostridium] sticklandii str. DSM 519 (GCA_000196455)	1511
[Clostridium] symbiosum ATCC 14940 (GCA_000466485)	411472
[Clostridium] symbiosum (GCA_001406475)	1512
[Clostridium] symbiosum (GCA_003463485)	1512
[Clostridium] symbiosum WAL-14163 (GCA_000189595)	742740
[Clostridium] thermoalcaliphilum str. DSM 7309 (GCA_002029295)	29349
[Clostridium] ultunense Esp (GCA_000344075)	1288971
[Clostridium] ultunense Esp (GCA_900120235)	1288971
[Curtobacterium] plantarum str. LMG 16222 (GCA_003710245)	221276
[Desulfotomaculum] guttoideum (GCA_900105215)	58134
[Enterobacter] lignolyticus SCF1 (GCA_000164865)	701347
[Eubacterium] cellulosolvens 6 (GCA_000183525)	633697
[Eubacterium] eligens ATCC 27750 (GCA_000146185)	515620
[Eubacterium] eligens (GCA_001404435)	39485
[Eubacterium] eligens (GCA_001405395)	39485
[Eubacterium] eligens (GCA_003467705)	39485
[Eubacterium] eligens (GCA_003470215)	39485
[Eubacterium] eligens (GCA_003474735)	39485
[Eubacterium] eligens (GCA_003474935)	39485
Anaerobutyricum hallii (GCA_001405175)	39488
Anaerobutyricum hallii (GCA_001406155)	39488
Anaerobutyricum hallii (GCA_003466185)	39488
Anaerobutyricum hallii (GCA_003466615)	39488
Anaerobutyricum hallii (GCA_003468475)	39488
Anaerobutyricum hallii (GCA_003473385)	39488
Anaerobutyricum hallii (GCA_003475545)	39488
Anaerobutyricum hallii (GCA_900209925)	39488
[Eubacterium] infirmum (GCA_900450455)	56774
[Eubacterium] rectale ATCC 33656 (GCA_000020605)	515619
[Eubacterium] rectale DSM 17629 (GCA_000209935)	657318
[Eubacterium] rectale (GCA_001404855)	39491
[Eubacterium] rectale (GCA_001405295)	39491
[Eubacterium] rectale (GCA_001406375)	39491
[Eubacterium] rectale (GCA_001406835)	39491
[Eubacterium] rectale str. R22 (GCA_003122495)	39491
[Eubacterium] rectale (GCA_003436035)	39491
[Eubacterium] rectale (GCA_003436785)	39491
[Eubacterium] rectale (GCA_003438175)	39491
[Eubacterium] rectale (GCA_003438365)	39491
[Eubacterium] rectale (GCA_003438715)	39491
[Eubacterium] rectale (GCA_003458455)	39491
[Eubacterium] rectale (GCA_003460265)	39491
[Eubacterium] rectale (GCA_003460385)	39491
[Eubacterium] rectale (GCA_003463765)	39491
[Eubacterium] rectale (GCA_003464935)	39491
[Eubacterium] rectale (GCA_003465565)	39491
[Eubacterium] rectale (GCA_003466795)	39491
[Eubacterium] rectale (GCA_003467085)	39491
[Eubacterium] rectale (GCA_003467275)	39491
[Eubacterium] rectale (GCA_003468405)	39491
[Eubacterium] rectale (GCA_003468965)	39491
[Eubacterium] rectale (GCA_003469095)	39491
